Tokens_per_second
49.5467734131255
32.525085964272044
48.856021303505266
35.321355328124156
43.708985455329994
45.93075947337339
39.05285014066148
37.073122824274975
44.863877236652954
45.893045223803746
41.17550075041847
46.90101238899815
38.528812881315865
50.002786040204526
43.163789913370806
50.792268571599095
45.33139214228104
48.246196157721045
46.9310014115698
43.345259132950964
31.679199995788682
51.97680806465057
37.75842185604133
34.15846676877574
48.69953881775852
37.26691659859271
37.529754412456434
48.52872771229001
51.219611592792404
41.74125634509606
38.33516058898923
47.138175341527514
49.543975233070256
46.998912184358886
34.936060792841225
40.1975027178975
40.49404729066214
45.064012909937865
45.16324258318847
39.20195297321644
52.58644720876091
47.71233796025544
46.81663112001074
